pot_name,tech_name,year,included,min_levelised_cost,min_levelised_cost_note,max_levelised_cost,max_levelised_cost_note,strike_price,strike_price_note,load_factor,load_factor_note,max_deployment_cap,max_deployment_cap_note,num_new_projects,num_new_projects_note,project_gen,project_gen_note
2,"DECC Energy Generation Costs Projections 2013 (pg36) Table 13, ","Levelised Cost Estimates for Projects Commissioing in YYYY, technology specific hurdle rate, £/MWh (in 2012 prices) Offshore Round 2 until XXXX and Round 2 and 3 thereafter (no 2015 figures)",https://www.gov.uk/government/collections/energy-generation-cost-projections,,,,,,,,,,,,,,
3,"BVG Associates, June 2015, ",Offshore wind cost reduction scenario used in the CCC progress report getting to below £100MWh in 2030 with the balanced scenario(p.54),http://www.theccc.org.uk/wp-content/uploads/2015/06/BVG-Associates-2015-Approaches-to-cost-reduction-in-offshore-wind.pdf,,,,,,,,,,,,,,
4,"DECC, Energy Trends June 2015: Tables 5.1 & 6.1",,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/437455/Energy_Trends_June_2015.pdf ,Data\201415 Renewable Generation.xlsx,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,
6,"NAO report, Early contracts for renewable electricity (2014)",Figure 6. ,http://www.nao.org.uk/wp-content/uploads/2014/06/Early-contracts-for-renewable-electricity1.pdf ,Data\FiDeR Generation.xlsx,,,,,,,,,,,,,
7,"DECC, Cfd Auction Round 1 Results, Feb 2015",Offshore wind cleared at £119.89 for 714MW from 2017/18 and at £114.39 for 448 MW from 2018/19,https://www.gov.uk/government/statistics/cfd-auction-allocation-round-one-a-breakdown-of-the-outcome-by-technology-year-and-clearing-price,,,,,,,,,,,,,,
8,Pöyry (2013) Technology Supply Curves for Low-Carbon Power Generation,"Report used in the CCC June 2014 Progress Report – Offshore wind current/2013 - 3 GW,  2020  -  12-15 GW, and 2030  - 25 - 40 GW ",https://www.theccc.org.uk/wp-content/uploads/2013/05/325_Technology-supply-curves-v5.pdf,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,
10,,FIDER hard copy,,,,,,,,,,,,,,,
11,Pöyry (2013) Technology Supply Curves for Low-Carbon Power Generation (pg 8) ,Figure 1. from a graph 2017 - 2030 (in 2012 prices),https://www.theccc.org.uk/wp-content/uploads/2013/05/325_Technology-supply-curves-v5.pdf,Data\Strike Prices_CCC.xlsx,,,,,,,,,,,,,
12,"DECC, Cfd Auction Round 1 Results, Feb 2015",Offshore wind cleared at £119.89 for 714MW from 2017/18 and at £114.39 for 448 MW from 2018/19 in 2012 prices,https://www.gov.uk/government/statistics/cfd-auction-allocation-round-one-a-breakdown-of-the-outcome-by-technology-year-and-clearing-price,,,,,,,,,,,,,,
13,GA estimate,"Based on minimum of the range of new offshore wind projects, 250 MW, typical or avearge project around 500MW, equivalent to minimum 832GWh and average 1,665GWh",,,,,,,,,,,,,,,
14,DECC (2011) 2050 Pathway Analysis Consultation ,NOT USED: DECC 2050 Caluclator assumption on max load factor capacity (p.85) Data are also available for 2035 - 2050 with a constant 45% load factor ,https://econsultation.decc.gov.uk/decc-executive/2050_pathways/results/404919_pathwaysreport_pt2_final_040311.pdf,,,,,,,,,,,,,,
15,The Crown Estate (2015) Offshore wind operational report,The average load factor in the UK’s offshore wind portfolio in 2014 was 38% (p.11)  it is anticipated that some future UK projects adopting emerging technology may exceed a 50% load factor.,http://www.thecrownestate.co.uk/media/5462/ei-offshore-wind-operational-report-2015.pdf,,,,,,,,,,,,,,
16,Statkraft UK (2015) Offshore wind: delivering more for less (p.12),"Based on conversations with the wind industry, the range given in the Statkraft report is a bit misleading on the low end as it includes repowering. So bottom end of the range excluding repowering is 2025: £77/MWh and 2030: £70/MWh. Statkraft data were in 2015 calendar £ hence we converted them into 2012 fiscal £",http://statkraft.com/globalassets/4-statkraft-uk/offshore_wind_more_for_less_pages.pdf,..\Data\Statkraft LCOE (2015 prices) conversion in 2012 fiscal years.xlsx,,,,,,,,,,,,,
